user_id,total_contests,total_problems_attempted,total_problems_solved,current_rating,dp_attempted,dp_solved,dp_failure_rate,dp_weakness_score,graphs_attempted,graphs_solved,graphs_failure_rate,graphs_weakness_score,greedy_attempted,greedy_solved,greedy_failure_rate,greedy_weakness_score,math_attempted,math_solved,math_failure_rate,math_weakness_score,strings_attempted,strings_solved,strings_failure_rate,strings_weakness_score,datastructures_attempted,datastructures_solved,datastructures_failure_rate,datastructures_weakness_score,binarysearch_attempted,binarysearch_solved,binarysearch_failure_rate,binarysearch_weakness_score,misc_attempted,misc_solved,misc_failure_rate,misc_weakness_score,recent_contests,recent_problems_attempted,recent_problems_solved,recent_avg_rating,recent_dp_attempted,recent_dp_solved,recent_graphs_attempted,recent_graphs_solved,recent_greedy_attempted,recent_greedy_solved,recent_math_attempted,recent_math_solved,recent_strings_attempted,recent_strings_solved,recent_datastructures_attempted,recent_datastructures_solved,recent_binarysearch_attempted,recent_binarysearch_solved,recent_misc_attempted,recent_misc_solved,target_weakness_score
user_172,49,439,209,1745,28,38,0.5768832749769458,0.040951532149479775,55,45,0.9835972997387742,0.667351163050396,22,60,0.0563332777992398,0.023884191319142767,88,76,0.33269017969267,0.4382986080331659,60,48,0.3195894262599983,0.5918079076633259,49,42,0.8123173327141189,0.7524092332120093,80,11,0.716325343476028,0.6693854236698692,40,6,0.7261894838621051,0.8418253643652626,4,16,29,2408,5,8,18,4,1,9,15,4,14,12,12,12,14,13,7,10,0.9863281735601263
user_173,35,153,9,1214,96,28,0.2915881281611573,0.26689928809877184,2,66,0.5298756255182061,0.6149030145669361,66,29,0.7680893784186665,0.7472246450885869,59,39,0.8378413809055185,0.07235725774132662,94,18,0.8824701949431355,0.5823955084085031,96,40,0.461925204205735,0.8447917378659114,79,35,0.2646495049987615,0.7112658247104531,4,77,0.6447199773818176,0.3552896432193188,3,38,19,1138,14,5,3,13,18,14,8,4,12,13,13,5,9,14,4,6,0.22325540106936093
user_174,25,449,188,2129,18,0,0.005348988694222845,0.7482388061809001,92,65,0.13972056697895407,0.09612585173215149,74,54,0.462687831687827,0.8064959461052452,85,67,0.9595942050277405,0.3851626277725405,1,79,0.8746057945031659,0.5638670318917666,89,58,0.7269779195284309,0.5798342382810904,23,43,0.16393172095320274,0.735953560515178,50,31,0.3773876249747763,0.44475589820201256,3,43,28,2401,9,0,3,8,11,8,3,8,5,0,9,12,13,5,17,5,0.5594752594563462
user_175,15,14,175,1255,12,42,0.7133217295012723,0.6594232468499163,16,49,0.2825408636624436,0.378024949434402,56,12,0.719022820433601,0.5038887967912735,28,21,0.24894352479687276,0.3244382286350662,34,73,0.34104787283062354,0.8033045735180335,34,44,0.5182183156359275,0.45550169521922024,71,24,0.6384550706521437,0.2868157472070312,6,45,0.3995985116208679,0.852430417569119,4,0,26,2204,0,3,9,2,19,8,2,11,5,5,11,6,0,14,4,8,0.6705405065060909
user_176,46,331,158,2171,29,17,0.2569522995084699,0.02090951233523497,59,17,0.43150811984764237,0.22991837086163258,58,1,0.9405373011029476,0.9059439679262645,62,17,0.38114688203473557,0.41185228314449696,53,75,0.9440947859303646,0.33594615337893385,67,24,0.40521512329927867,0.1255241812278759,94,3,0.03576624301493525,0.5282266077271569,46,0,0.2074694380588772,0.9058501920987956,0,13,8,2141,2,9,12,2,10,1,14,12,18,5,15,1,6,12,3,8,0.3032195467185912
user_177,40,390,270,1883,39,36,0.4211189044340816,0.41052278435142786,76,79,0.014515094527608796,0.5748390378598749,56,5,0.3746492190148287,0.18293532128421253,17,67,0.3578411586415332,0.00845149606246054,7,63,0.03199446014432472,0.9401798347292414,2,16,0.5355219160859636,0.5435955749112921,51,21,0.6472222833978555,0.04476838868848687,37,25,0.45723041961954436,0.5496223011060349,2,30,12,2325,2,14,10,1,14,4,15,13,15,0,8,10,2,3,12,5,0.48301185554837867
user_178,38,380,20,1986,96,50,0.7816870977663974,0.7589957624907276,43,64,0.9920921870288201,0.13035167971479178,24,46,0.8056753790427041,0.669183652199143,10,66,0.4322131875850235,0.6797257960017582,48,72,0.6805830929187673,0.1212648933591367,92,70,0.7120719922479305,0.17845067409837478,19,50,0.31410981908937075,0.6334641192357726,26,39,0.16883360665257008,0.8218014592542003,4,22,12,1819,14,5,0,6,18,14,12,12,5,14,15,7,15,9,8,8,0.16392026204694488
user_179,48,439,235,1484,29,43,0.7288705094885958,0.9319127325974559,28,1,0.9502112058654302,0.0632626718206748,78,37,0.8937741877619448,0.5298090570700541,65,70,0.15031062248396876,0.038591561938133845,70,23,0.12897890792716526,0.46846123708708653,92,43,0.030970603422510123,0.2748956582570877,29,28,0.42033538919549895,0.8951000290662443,90,52,0.1616376937845918,0.9058493899993058,6,48,24,2324,8,9,12,14,4,12,2,10,7,3,9,12,2,12,7,12,0.13698222230952783
user_180,29,469,148,1515,10,1,0.5598553800344772,0.9611182680216402,2,79,0.2595504332730826,0.2923910238477404,83,24,0.7202679239473956,0.6872830044131277,92,16,0.9225724049058001,0.5684722021568196,55,51,0.7565385834953067,0.25736545840163405,87,30,0.03971120757224722,0.839408037609272,3,12,0.39882152692405737,0.5221264934321769,71,65,0.8032634006271282,0.2720025737309897,4,41,9,1590,2,3,9,12,8,3,18,13,1,4,19,12,7,6,5,10,0.3534774751283788
user_181,17,242,248,2044,88,62,0.8510037667972491,0.7772042473508521,87,9,0.5334784759062927,0.05275661483209082,64,63,0.9421579170299933,0.8878593497355527,32,61,0.8057928659582347,0.2713881882367648,64,71,0.7109879414636829,0.4390414888211479,82,24,0.7058824446817216,0.9116386897353035,62,76,0.7738007485690339,0.3583625356578285,7,67,0.6427736616182925,0.3277712058412189,6,22,3,2003,3,13,14,10,4,7,8,1,6,0,15,0,19,9,1,10,0.41484685030159496
user_182,25,65,124,1118,86,40,0.24995898123949556,0.6095285097540636,78,9,0.36973781087268875,0.4860575419026809,86,16,0.7776803762748927,0.7388013832681897,72,79,0.4479436402077033,0.5304731871977922,94,69,0.052045838756131446,0.8842451739289542,21,76,0.4433203207726987,0.5858630505279215,5,25,0.5323043638481663,0.9053218283760898,51,73,0.19105186870868285,0.4407549434413178,0,42,25,1131,13,8,7,10,3,11,6,9,18,8,3,1,17,13,15,5,0.9737425820384935
user_183,16,109,277,1635,18,65,0.7311029830035621,0.2421834455937677,15,53,0.5298338889620703,0.28998739264414186,84,10,0.9849503163616441,0.028836326921705346,62,29,0.12693605767417637,0.9336153778350941,60,50,0.5201829357323937,0.567128707532373,4,61,0.3736056595340591,0.6814606125171713,4,58,0.39624734681640594,0.9638176611881805,21,26,0.2878795033348446,0.12027096312860686,9,9,5,1117,16,4,5,14,14,8,18,1,3,7,15,7,18,3,2,9,0.8699295623969936
user_184,5,170,271,1882,52,18,0.12665587284719393,0.4206302368788194,40,46,0.09125165911904809,0.01950264761052023,94,18,0.10816938755075933,0.9866967960804238,64,67,0.6508663952541407,0.1988917029380174,18,54,0.6593503030992501,0.909726837934197,0,7,0.19803094663109366,0.13411962270979016,87,24,0.8682970181613279,0.29471484685646876,82,9,0.2888099699540896,0.14926801266924727,6,16,28,921,9,14,5,0,17,4,17,13,16,5,15,7,12,12,15,10,0.683592425221869
user_185,34,288,17,1988,12,73,0.6640741211998341,0.25508722242139814,63,0,0.05853660008005013,0.30541349854275135,9,6,0.76075930838695,0.015838070944874216,11,16,0.3669981472682208,0.10612541856490243,82,11,0.726604437331869,0.9287293692773355,53,33,0.09761876053514895,0.8977958063920259,64,24,0.35954314452000347,0.1258023363460513,85,5,0.004504480980288661,0.3132760111381787,6,28,29,1663,4,13,3,5,17,2,16,1,17,7,1,12,14,4,2,4,0.6678062199866169
user_186,2,446,290,2235,93,17,0.20423862056986442,0.24720511893063324,63,25,0.10337800720195989,0.18066269890240938,6,56,0.3276549636836156,0.21017583523392336,30,58,0.7584036730342032,0.02198652203932361,82,62,0.5966578919970902,0.6048017618439638,47,70,0.0627221714144588,0.8154877655801359,74,70,0.13376069507700217,0.8857019135404777,99,47,0.16354568682413928,0.03364972339902661,0,8,12,1152,1,12,8,6,15,2,6,5,17,2,10,12,11,12,9,12,0.8975286223768645
user_187,20,457,19,2385,35,68,0.5208740366348857,0.8363842356312257,98,39,0.6982725935305465,0.20777062943972835,44,8,0.5137038656225555,0.24026258449893145,4,75,0.586208166190509,0.7642556740241413,18,79,0.4184494971754581,0.5085388914977079,41,25,0.029170668574074465,0.6051016222371507,86,2,0.8669410428305123,0.7467433077981598,62,51,0.13093125212677748,0.6962214361212724,7,8,13,1732,18,4,15,7,11,4,3,7,6,14,5,4,13,4,12,9,0.78580848424435
user_188,3,71,16,1140,56,47,0.5544891143211708,0.1797978134950754,89,32,0.7529861930391851,0.8111626038791322,71,70,0.09805784856245758,0.4363014238330176,15,42,0.8341386605235851,0.48970403185785505,80,11,0.8333776244316639,0.3480269631887193,40,52,0.4704733196771568,0.52780736355883,63,23,0.13260399074681106,0.23339626945812697,5,36,0.5171208881133305,0.7636104796141586,5,40,27,1648,13,6,18,0,19,14,14,1,2,1,1,9,10,10,2,6,0.42343880489979246
user_189,17,76,44,2295,86,11,0.8296686802650951,0.5623783803844021,21,43,0.7030939037594328,0.2914841368425365,50,6,0.7667052379968149,0.9695568752231853,82,8,0.06453588384467623,0.5776614367196636,39,23,0.8072109964254175,0.36699326708194735,53,41,0.8499875931690104,0.8462873364864602,13,28,0.20928776153011985,0.0037196608180591895,52,17,0.5097231716035652,0.37995995225975254,0,3,18,1099,14,2,19,14,7,10,15,8,2,4,19,13,14,5,3,7,0.11687876059093905
user_190,4,76,159,1007,0,76,0.19908231282795774,0.5877032283414765,7,24,0.8624341301411569,0.9614996792371473,77,2,0.3338149117092374,0.7277063700609671,83,78,0.2700584661015557,0.20683711061660848,91,24,0.26006274804219065,0.5876901275598189,96,45,0.984957969625831,0.30972818372753186,64,79,0.278465290915346,0.8964728572592954,48,54,0.9180105100943504,0.9118724848450075,8,34,23,2432,15,7,12,14,7,0,13,10,6,14,14,2,5,6,0,11,0.28193688434175845
user_191,11,403,191,1031,58,21,0.6500924511399314,0.6536564764056204,46,28,0.0030208713561612477,0.2479324498058072,8,23,0.932133915398283,0.7205864193706374,43,70,0.7640368231674718,0.018037909504644456,75,35,0.8103032991233325,0.13503813668054743,39,26,0.2875500394254432,0.333087131338477,87,20,0.13929668940710083,0.022272455067223862,2,50,0.30932422435822293,0.2806355798765158,9,28,26,986,5,12,16,4,16,4,18,1,10,7,6,9,6,4,11,12,0.9559187999620442
user_192,17,98,14,1124,76,50,0.4891340317159072,0.7938432928678613,36,5,0.10779224736554127,0.4875816033967161,7,72,0.5298952965539412,0.39167559653554895,20,24,0.9095554284372025,0.01803200982523001,48,42,0.7873488484097071,0.5413353827012672,46,60,0.28536138599785466,0.9558700432685195,33,75,0.6616933016915032,0.8169576873942622,29,6,0.33532900745893546,0.8158552557456904,6,11,28,2251,15,14,12,10,16,4,14,13,9,11,15,14,9,14,3,10,0.25699173531094754
user_193,40,308,51,1118,72,52,0.6838430306453614,0.7920445910489612,42,6,0.07918640910862584,0.48782283738188104,4,74,0.20208316500792367,0.9526421308008614,40,3,0.19865065268113913,0.280709742464594,20,69,0.6776111820995941,0.1728200514564523,68,8,0.06154303413483686,0.26997363685546205,82,2,0.8850153245472586,0.22152715190236705,48,16,0.4703240479372064,0.8735753057597342,8,40,4,814,14,2,18,11,2,5,3,7,12,10,12,10,10,4,0,8,0.36680588514000567
user_194,0,386,281,2238,25,22,0.8232686531147722,0.8793969933058844,88,63,0.6306361905296505,0.07951971329649876,55,73,0.877489241731488,0.4181315997936227,52,52,0.9931637389334784,0.10609204994795207,61,77,0.9503797514820932,0.9583276864813868,26,28,0.014998500377136681,0.16110002325642225,0,59,0.17999961661068686,0.5025476067220231,17,51,0.8341115832663251,0.7997627427952397,8,25,6,1767,18,5,14,9,0,5,12,13,2,10,2,2,9,10,14,10,0.6042595159869252
user_195,23,332,223,1924,3,12,0.553490270198824,0.4963989216770842,36,47,0.09113733908970723,0.7186037406901956,11,20,0.19695363020872136,0.41275832027739345,43,77,0.1120985103507588,0.4407658014365413,3,63,0.8969940781856739,0.3948007684629531,9,65,0.43372370283142103,0.41209360963253916,58,52,0.4979763025873932,0.5541697216110001,9,66,0.7070311693228843,0.17748183499101178,6,17,13,2290,9,14,3,6,1,2,6,6,15,14,9,2,16,11,18,4,0.9044014365169524
user_196,12,332,42,1706,47,14,0.3946600879499458,0.6865742920747842,82,3,0.6485270268242028,0.30943247096948323,38,33,0.5237584965528499,0.024480265813199953,96,11,0.011897832245155615,0.29315594225330177,85,66,0.0631605281641393,0.9135109668312412,75,9,0.6275061542017663,0.7844081166182038,96,36,0.9059736635092605,0.8635465316714287,85,39,0.6377028510419288,0.5060830957405109,1,47,20,1673,18,7,6,0,11,12,4,8,3,0,1,14,11,0,11,11,0.7244223402693151
user_197,48,243,151,2487,59,10,0.17608928794385392,0.7433329135656567,71,63,0.9774250416894216,0.28167935447452497,77,27,0.44799545466886814,0.12077952243257872,12,34,0.41875899048265497,0.4318436923120297,1,60,0.5165465103892622,0.5047394753803517,51,35,0.10383938611092758,0.12357249059949049,46,1,0.7479236513114172,0.19693348744087025,80,77,0.8320947360831149,0.36126638840598957,2,35,5,1431,15,6,14,13,19,9,10,5,0,4,12,4,13,8,16,14,0.2547205004575489
user_198,38,58,53,2165,11,63,0.9477328040063053,0.12637014194700513,89,4,0.23063864021426395,0.7728739363818531,43,62,0.1430813954173139,0.8578891852462399,25,52,0.6588554042268422,0.5664436850866266,7,22,0.4958194726485391,0.7322379140922876,52,57,0.8958121013985787,0.05778819701986415,95,51,0.3234877616431461,0.023146771915008357,83,0,0.15783072618112304,0.7643240002067037,7,5,11,1414,17,5,13,7,19,5,13,4,8,7,1,11,15,12,6,6,0.8457448783257632
user_199,13,171,288,2368,43,19,0.5861823540883414,0.3572419681701362,31,66,0.23681292745376925,0.6273170783579646,69,53,0.1367222763734658,0.41669483967346677,31,44,0.5342471107203831,0.8419306744792533,52,50,0.4107004005865431,0.7204160690923429,61,17,0.9435652171569769,0.04188039383877551,76,29,0.7833366919246205,0.35230235437675994,12,33,0.55982478888279,0.00836565998414418,1,35,17,2340,18,9,17,13,9,4,16,5,12,6,16,8,11,13,13,7,0.21427180931025958
user_200,18,446,219,1544,93,70,0.2387658940039733,0.835564798571235,45,45,0.7236094377579514,0.8326832236200512,71,2,0.45204377657980166,0.6918468799459682,17,34,0.716354482874087,0.2242583831512317,4,74,0.5601718955673585,0.15382592450741095,46,12,0.8174124552691105,0.9332250613191283,88,32,0.9141564616535012,0.5464210123601028,43,57,0.007272807694009287,0.060912226871527086,8,14,3,1623,3,13,1,10,11,6,19,8,8,7,13,0,11,8,1,12,0.33852663472683575
user_201,3,83,47,877,29,28,0.6287213870255821,0.5537282313983612,25,49,0.7322905674256961,0.7769463883925212,13,5,0.21563976272584917,0.08380415909506078,94,60,0.8291817799499177,0.4437835792823357,18,43,0.5270709385134583,0.03820278375739106,36,24,0.8280432857742522,0.15750054807580383,86,13,0.16418496405635874,0.12346357373073602,59,11,0.42087724974320617,0.7271044490585069,5,37,17,2077,19,7,7,12,7,7,0,1,11,14,3,11,2,13,7,12,0.8639358074599548
user_202,21,132,12,2363,83,79,0.398565961600054,0.170130327383609,97,6,0.7734740178227679,0.8751209923824944,97,41,0.5619813416263792,0.2142554343431844,86,14,0.5195018547649811,0.450536539067076,52,24,0.775160928528937,0.8036351471536934,8,37,0.4255633657183516,0.5494895735118204,67,14,0.2749791919736402,0.07964512903476584,19,32,0.5543225980836554,0.32874598834960655,5,12,6,2215,12,10,8,8,15,9,10,14,11,11,13,2,11,1,16,2,0.25218198181926943
user_203,3,342,271,1118,75,52,0.16537042551318593,0.9777128128254999,12,51,0.9319441396543721,0.9135780114026949,78,75,0.7249102718360844,0.4360482979725878,33,69,0.3405759374211187,0.30115901978544535,19,72,0.49812967418398035,0.5795363691499811,77,16,0.08389796062890931,0.05227637227220572,12,26,0.7704814531190298,0.6168168843755751,93,22,0.6838933547776769,0.7947977548207765,6,3,19,1778,9,10,1,3,5,13,6,12,6,1,19,9,18,8,19,9,0.7195584132654349
user_204,15,245,80,1461,12,11,0.21171677846196568,0.14528600974578665,7,20,0.9760705860319043,0.25683157456705863,43,8,0.030020225717336313,0.39722752956623253,93,25,0.5167360449400644,0.8191073261776878,54,53,0.31500827518977403,0.5755495078311033,80,17,0.9416331814852029,0.7111295180030899,45,38,0.9442295793642561,0.8118131069457786,62,79,0.5043807042987668,0.4643317447951528,1,12,11,1818,8,14,1,0,4,10,18,7,6,1,15,11,14,14,0,8,0.7054895485786347
user_205,37,95,226,1504,46,57,0.7336218292879468,0.6250267878103289,4,59,0.2258814129335759,0.6121586589432291,17,20,0.4878766059980595,0.7021643286483125,84,59,0.9108789048064437,0.8143009836715878,21,67,0.771571439328831,0.522693774044537,94,38,0.7161645381776112,0.13541884981782804,1,23,0.1447106361365199,0.8112305584013578,68,59,0.9432983972456526,0.527772209068877,6,46,2,1423,0,10,15,7,11,2,7,6,11,14,1,12,16,6,12,0,0.8930013623964971
user_206,10,137,247,2390,19,16,0.5351205076734049,0.6896080190004079,45,51,0.25227895957683644,0.5867315273897519,42,25,0.47507898005024385,0.793298076698735,26,17,0.9387601271637589,0.533928440499101,68,73,0.5114675400426174,0.7339203702877005,2,61,0.407164298467125,0.4091966437856498,65,41,0.49715381588287166,0.1347857849174381,96,67,0.1691039004206515,0.12613578629576516,9,46,4,1016,16,11,4,1,8,5,17,13,18,13,7,0,2,12,9,0,0.5349040863826443
user_207,7,64,134,1847,27,61,0.0760999889807743,0.2739148706299037,2,36,0.23185961388284837,0.7979431892533,7,12,0.0057706612929679935,0.42932276570419525,30,25,0.6761417886014571,0.7020971883794911,61,12,5.282693229680113e-05,0.9539208038467222,88,46,0.46979922067853275,0.5545968855459897,9,27,0.48098024604632805,0.20602372358208432,11,61,0.959916689642091,0.6785473414181606,0,9,14,1766,3,13,15,13,2,0,13,1,2,13,18,2,11,5,4,9,0.9419914468838717
user_208,12,383,287,2282,23,34,0.9107949305099489,0.8465543224654029,43,61,0.5327116220389853,0.3925261984178272,76,55,0.8227364860434314,0.451407670433569,42,11,0.5208287305407416,0.44836693543157646,90,40,0.12034044024305202,0.0985372671677407,83,27,0.22352782230151136,0.05567281495397558,87,39,0.01888087857623466,0.10053035869183591,26,20,0.4144809792543599,0.01480886113262514,5,34,14,2037,13,1,13,4,13,8,7,11,14,11,14,13,18,9,19,5,0.16905774913370575
user_209,24,359,214,1838,58,2,0.33079499478104324,0.17866280533910295,16,10,0.5665640032301404,0.9573136131913729,13,49,0.3097653141429034,0.5218844619274783,15,54,0.07661076426111324,0.810516486586372,3,47,0.5411880558570243,0.023716360305790607,69,79,0.41796954358652705,0.9429127113917565,61,47,0.8463180127808737,0.732300770608181,77,3,0.8202929606091773,0.4041098477429571,3,49,12,1196,13,14,17,0,15,14,4,12,5,5,2,11,3,0,3,0,0.4950559456545849
user_210,26,474,71,1047,61,25,0.4935308302326209,0.8806684625501484,6,67,0.2648662578135714,0.3498616942224785,10,0,0.367847181142801,0.5552633226079402,52,55,0.7857527238867329,0.9475338507334452,44,26,0.24987621016547767,0.6162173962941392,15,65,0.9891855748647834,0.4623617841477333,80,79,0.7550682041316251,0.20802456273324887,13,37,0.8096742580880733,0.695677663215339,0,42,26,2108,4,4,5,1,5,13,10,3,8,7,2,9,15,10,3,0,0.32466126718519406
user_211,15,50,217,1415,54,0,0.2956022775042213,0.7053626908966819,72,59,0.5858976033527569,0.17960873882730288,48,41,0.5200826832165839,0.830250192781385,37,23,0.05003583643475673,0.06939531494054207,49,65,0.8055808264412336,0.7913527236523344,95,47,0.632696041403513,0.8628792840992251,76,75,0.07555449376276957,0.2466884297439973,42,50,0.40944793762730913,0.8763139699155088,3,48,18,1978,8,6,6,0,6,9,6,3,6,7,15,2,12,9,17,6,0.07050495556825731
user_212,36,350,86,1496,90,26,0.539615850601837,0.1290367878104367,22,47,0.39573686336671865,0.1803559682816519,2,27,0.0110284484991362,0.31212827687810596,48,20,0.05427118538937359,0.5966305323571411,75,53,0.670974709485785,0.7539376844414241,6,28,0.8965715249692775,0.6413932487233165,1,15,0.14155210947710606,0.8341254332472459,70,4,0.21305735073300613,0.6160923211499935,0,12,29,824,15,9,19,1,4,1,6,10,10,5,16,12,4,3,15,11,0.0009058352460902253
user_213,47,111,5,1729,62,77,0.06950877144858625,0.9721666237406904,12,46,0.6013168243361512,0.5626325958673883,52,13,0.31869725728539733,0.4485425493684594,39,21,0.4379639639625684,0.35499504103835355,59,9,0.38019499797517753,0.871271850950117,80,32,0.34171187934168834,0.6836995457246208,20,35,0.7356426600113652,0.4870160405162395,3,8,0.7155628273322324,0.7215765260850269,4,44,22,815,4,7,15,13,0,6,5,10,15,4,15,6,18,0,8,1,0.10595591134404769
user_214,46,450,151,1275,9,72,0.8043203260971725,0.8992503069815647,86,70,0.43260132595692724,0.5032639009008144,99,19,0.04339717857856085,0.3484779757956553,5,68,0.5838898233720484,0.20977541377910813,38,20,0.615611951922359,0.0950464586616856,53,11,0.545456695392492,0.9500691552734062,14,6,0.025420685179524893,0.03940953529038993,66,43,0.5445312929045081,0.5323102633799106,1,16,16,2268,10,3,9,12,15,1,16,5,19,9,12,11,14,6,12,11,0.9789296470169904
user_215,1,356,56,1601,86,57,0.9334133204495549,0.3631325902594622,34,74,0.4183833377132715,0.44085511270251587,72,77,0.7744774192759833,0.033789150948248636,66,35,0.34594951786320294,0.3479686661552165,43,59,0.10736111845066776,0.14562873852545144,85,75,0.9544476948529885,0.11567522364811655,66,17,0.30998013643546996,0.9325431260859799,4,41,0.2751277573760921,0.5071438826403851,1,20,25,1390,19,7,16,14,11,4,11,9,0,9,3,7,0,10,14,1,0.8717977710246627
user_216,1,64,171,2095,21,17,0.1577036212594919,0.25226908960084593,98,57,0.9529103135635096,0.4054039608509241,66,40,0.014202156170764701,0.1534175794108874,57,59,0.1806549020911703,0.40656780790549096,21,23,0.7910040740654073,0.5102129164781221,39,5,0.7389920631562439,0.39688797822491895,86,29,0.49775656360689635,0.34311551641700944,12,75,0.019172910749898242,0.7724978460963139,5,33,6,1884,8,4,14,1,3,2,19,9,6,9,7,0,12,7,10,10,0.9826882395913257
user_217,16,356,61,1885,37,25,0.7223111683237078,0.19045699703004593,20,46,0.47092082641763544,0.9178474228203521,2,31,0.3302941754681341,0.5953557225103119,85,67,0.3854704346997354,0.1582407418152627,65,78,0.29486562806969696,0.913412938164032,73,66,0.8008094946768325,0.9182581679413063,41,39,0.02162699246179378,0.483593048104329,16,39,0.321662471394747,0.13216177752502367,5,1,20,1174,2,0,6,12,4,6,0,7,11,13,15,9,14,4,14,9,0.9021222382453876
user_218,38,450,5,1844,72,73,0.8703959082257019,0.35916182428041876,87,77,0.056274988111240765,0.4119939894921726,32,59,0.39269911335894137,0.577735770160842,69,76,0.6495324310653898,0.42424570320658006,99,1,0.9480532818528903,0.06875095208867732,70,19,0.3289197782107244,0.5083116942766945,80,3,0.3130253547015813,0.819868147527005,12,2,0.4505824928161174,0.2855250717153396,2,0,25,1040,2,13,2,12,14,1,13,4,2,2,7,3,3,2,10,0,0.8090345502403417
user_219,32,390,115,1875,10,26,0.3461072407823951,0.17260911290227454,45,75,0.45090365309314817,0.3524327315388416,60,17,0.21790446981538492,0.6476700027119756,57,12,0.4789939336393104,0.017430545502045924,50,35,0.07358129448969086,0.629113619912119,43,13,0.13264387445396553,0.5186386906660125,4,71,0.1382755276778086,0.9661780248345367,87,56,0.57527959485475,0.130876333457687,3,11,10,802,11,13,4,5,18,1,15,6,10,4,8,14,2,13,7,5,0.03297694368259341
user_220,43,222,216,2068,79,62,0.687962840118709,0.7924566691392633,76,70,0.84141643602535,0.6474469237512481,1,43,0.575208293062801,0.9852699881009016,82,73,0.07965584093088696,0.06989181188794769,8,52,0.9252646416569643,0.14689656887777924,11,40,0.7323041922194659,0.35540540676233556,7,54,0.04470693141886195,0.7554311006220276,38,71,0.7660258995192964,0.33880116992711296,8,18,6,2238,17,7,13,6,3,0,4,11,8,9,19,12,17,3,8,3,0.6471112609740945
user_221,7,287,256,2096,8,44,0.5845764727515071,0.038118245188491606,8,29,0.7120293570544514,0.8689513946008063,4,62,0.1358324284132657,0.23692592073144747,72,23,0.13084236134881977,0.675811635742733,67,24,0.7896736137927557,0.7388050500786865,12,67,0.0157359803735444,0.25955224866498816,13,71,0.08320181650893499,0.2933961447857848,36,70,0.5960301609498011,0.4603861756750406,3,41,3,1902,9,4,15,14,18,12,19,2,17,9,11,8,15,0,15,1,0.4093449208823926
user_222,38,283,192,1316,21,12,0.8900189011487647,0.24495350836595609,85,63,0.8110153749320693,0.8589863910321168,57,45,0.29403971003999907,0.7102433419272591,75,59,0.4068092913568494,0.8479716933125904,54,56,0.5037734437246341,0.6459515311120451,85,25,0.05573552650140212,0.5739615175016297,46,78,0.4813827117484275,0.07852718594157282,71,69,0.40032148248727994,0.36649357916116343,8,5,19,1273,6,8,4,13,4,7,6,12,12,7,10,11,17,8,18,5,0.20986467727912117
user_223,1,460,214,2104,91,57,0.7785638475467596,0.734404642543247,29,33,0.5626695406843086,0.9643892566572602,47,39,0.7141319936021527,0.36994413205446797,30,38,0.18404103482144674,0.29592634898028836,60,11,0.08427055918076554,0.811861699832584,27,79,0.794060625882755,0.9689228737187425,92,8,0.22024387740286056,0.862209640753239,35,8,0.37300709987856073,0.14878828384915288,4,31,5,1561,19,13,19,7,16,5,7,2,1,13,11,0,14,1,15,12,0.8699059338903209
user_224,39,352,252,1240,57,15,0.44501868372535525,0.9995051897085165,40,47,0.8934590541671159,0.8232263592464995,32,22,0.9526654280983665,0.3861363985285714,89,29,0.6198979517603478,0.08273508306224109,44,77,0.9385855957785052,0.053898290393788795,55,23,0.6613381138362127,0.2893524102222462,78,55,0.33088708769379427,0.26979605789236416,27,49,0.4401484472241325,0.5124285513766563,9,46,25,1651,9,11,19,10,9,12,4,8,19,2,12,1,16,10,5,9,0.5499789863838642
user_225,37,27,116,2316,65,60,0.30373308908854535,0.3367926110821068,73,42,0.8315982964410764,0.9324917797776798,36,70,0.18624493829977473,0.4853448971344181,85,30,0.6160385283399571,0.12423670555580901,23,38,0.31200130610845034,0.9098236408320604,18,47,0.2199994722366252,0.47921625743351626,46,63,0.8158208510252952,0.45038321303900797,93,16,0.4711103549977539,0.818737990454652,0,16,13,1719,17,8,4,12,7,6,3,1,4,13,18,14,13,8,5,0,0.36851765783838086
user_226,3,47,56,2410,21,3,0.5979109922633324,0.489893744384174,33,10,0.6245972515201543,0.41683461522279364,55,37,0.42932134196763627,0.966056132765199,9,25,0.7492363306024672,0.9363469474710833,59,71,0.012062517822400753,0.03429167831054236,15,12,0.8927959395898858,0.6539011463692573,21,26,0.8778326035758144,0.895106225730092,96,25,0.34478692865453653,0.8936486490904808,0,19,29,807,5,12,16,11,0,2,13,9,7,10,13,7,2,6,18,3,0.8927425429963552
user_227,12,467,178,1444,54,19,0.5249340842434675,0.47712976739568325,53,33,0.9147539013379598,0.536923261420117,17,54,0.583195161883046,0.2299614154010342,78,44,0.6538299638276777,0.6812092578215488,12,19,0.5035768963385915,0.8940546052038866,18,44,0.8073709397924894,0.6355934820081872,13,3,0.9829449216202212,0.27413616719193834,99,33,0.44215411378658276,0.05684057071238846,0,1,9,2159,14,7,14,14,13,5,13,5,13,0,17,3,18,13,16,7,0.3124883261428548
